"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","CONRESB","16-Mar-2023","40","157.25"
"MRP","CONRESC","16-Mar-2023","40","138.75"
"MRP","CONRESD","16-Mar-2023","40","111.00"
"MRP","CONRESE","16-Mar-2023","40","46.25"
"MRP","PRIRESA","16-Mar-2023","40","11.55"
"MRP","PRIRESB","16-Mar-2023","40","9.82"
"MRP","PRIRESC","16-Mar-2023","40","8.66"
"MRP","PRIRESD","16-Mar-2023","40","6.93"
"MRP","PRIRESE","16-Mar-2023","40","2.89"
"MRP","CONRESA","16-Mar-2023","41","185.00"
"MRP","CONRESB","16-Mar-2023","41","157.25"
"MRP","CONRESC","16-Mar-2023","41","138.75"
"MRP","CONRESD","16-Mar-2023","41","111.00"
"MRP","CONRESE","16-Mar-2023","41","46.25"
"MRP","PRIRESA","16-Mar-2023","41","11.55"
"MRP","PRIRESB","16-Mar-2023","41","9.82"
"MRP","PRIRESC","16-Mar-2023","41","8.66"
"MRP","PRIRESD","16-Mar-2023","41","6.93"
"MRP","PRIRESE","16-Mar-2023","41","2.89"
"MRP","CONRESA","16-Mar-2023","42","185.00"
"MRP","CONRESB","16-Mar-2023","42","157.25"
"MRP","CONRESC","16-Mar-2023","42","138.75"
"MRP","CONRESD","16-Mar-2023","42","111.00"
"MRP","CONRESE","16-Mar-2023","42","46.25"
"MRP","PRIRESA","16-Mar-2023","42","11.55"
"MRP","PRIRESB","16-Mar-2023","42","9.82"
"MRP","PRIRESC","16-Mar-2023","42","8.66"
"MRP","PRIRESD","16-Mar-2023","42","6.93"
"MRP","PRIRESE","16-Mar-2023","42","2.89"
"MRP","CONRESA","16-Mar-2023","43","184.30"
"MRP","CONRESB","16-Mar-2023","43","156.66"
"MRP","CONRESC","16-Mar-2023","43","138.23"
"MRP","CONRESD","16-Mar-2023","43","110.58"
"MRP","CONRESE","16-Mar-2023","43","46.08"
"MRP","PRIRESA","16-Mar-2023","43","0.65"
"MRP","PRIRESB","16-Mar-2023","43","0.55"
"MRP","PRIRESC","16-Mar-2023","43","0.49"
"MRP","PRIRESD","16-Mar-2023","43","0.39"
"MRP","PRIRESE","16-Mar-2023","43","0.16"
"MRP","CONRESA","16-Mar-2023","44","7.95"
"MRP","CONRESB","16-Mar-2023","44","6.76"
"MRP","CONRESC","16-Mar-2023","44","5.96"
"MRP","CONRESD","16-Mar-2023","44","4.77"
"MRP","CONRESE","16-Mar-2023","44","1.99"
"MRP","PRIRESA","16-Mar-2023","44","0.65"
"MRP","PRIRESB","16-Mar-2023","44","0.55"
"MRP","PRIRESC","16-Mar-2023","44","0.49"
"MRP","PRIRESD","16-Mar-2023","44","0.39"
"MRP","PRIRESE","16-Mar-2023","44","0.16"
"MRP","CONRESA","16-Mar-2023","45","5.55"
"MRP","CONRESB","16-Mar-2023","45","4.72"
"MRP","CONRESC","16-Mar-2023","45","4.16"
"MRP","CONRESD","16-Mar-2023","45","3.33"
"MRP","CONRESE","16-Mar-2023","45","1.39"
"MRP","PRIRESA","16-Mar-2023","45","0.55"
"MRP","PRIRESB","16-Mar-2023","45","0.47"
"MRP","PRIRESC","16-Mar-2023","45","0.41"
"MRP","PRIRESD","16-Mar-2023","45","0.33"
"MRP","PRIRESE","16-Mar-2023","45","0.14"
"MRP","CONRESA","16-Mar-2023","46","0.10"
"MRP","CONRESB","16-Mar-2023","46","0.08"
"MRP","CONRESC","16-Mar-2023","46","0.08"
"MRP","CONRESD","16-Mar-2023","46","0.06"
"MRP","CONRESE","16-Mar-2023","46","0.02"
"MRP","PRIRESA","16-Mar-2023","46","0.55"
"MRP","PRIRESB","16-Mar-2023","46","0.47"
"MRP","PRIRESC","16-Mar-2023","46","0.41"
"MRP","PRIRESD","16-Mar-2023","46","0.33"
"MRP","PRIRESE","16-Mar-2023","46","0.14"
"MRP","CONRESA","16-Mar-2023","47","0.10"
"MRP","CONRESB","16-Mar-2023","47","0.08"
"MRP","CONRESC","16-Mar-2023","47","0.08"
"MRP","CONRESD","16-Mar-2023","47","0.06"
"MRP","CONRESE","16-Mar-2023","47","0.02"
"MRP","PRIRESA","16-Mar-2023","47","0.05"
"MRP","PRIRESB","16-Mar-2023","47","0.04"
"MRP","PRIRESC","16-Mar-2023","47","0.04"
"MRP","PRIRESD","16-Mar-2023","47","0.03"
"MRP","PRIRESE","16-Mar-2023","47","0.01"
"MRP","CONRESA","16-Mar-2023","48","0.01"
"MRP","CONRESB","16-Mar-2023","48","0.01"
