"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","CONRESA","01-Aug-2023","11","0.10"
"MRP","CONRESB","01-Aug-2023","11","0.08"
"MRP","CONRESC","01-Aug-2023","11","0.08"
"MRP","CONRESD","01-Aug-2023","11","0.06"
"MRP","CONRESE","01-Aug-2023","11","0.02"
"MRP","PRIRESA","01-Aug-2023","11","0.01"
"MRP","PRIRESB","01-Aug-2023","11","0.01"
"MRP","PRIRESC","01-Aug-2023","11","0.01"
"MRP","PRIRESD","01-Aug-2023","11","0.01"
"MRP","PRIRESE","01-Aug-2023","11","0.00"
"MRP","CONRESA","01-Aug-2023","12","0.10"
"MRP","CONRESB","01-Aug-2023","12","0.08"
"MRP","CONRESC","01-Aug-2023","12","0.07"
"MRP","CONRESD","01-Aug-2023","12","0.06"
"MRP","CONRESE","01-Aug-2023","12","0.02"
"MRP","PRIRESA","01-Aug-2023","12","0.01"
"MRP","PRIRESB","01-Aug-2023","12","0.01"
"MRP","PRIRESC","01-Aug-2023","12","0.01"
"MRP","PRIRESD","01-Aug-2023","12","0.01"
"MRP","PRIRESE","01-Aug-2023","12","0.00"
"MRP","CONRESA","01-Aug-2023","13","4.89"
"MRP","CONRESB","01-Aug-2023","13","4.16"
"MRP","CONRESC","01-Aug-2023","13","3.67"
"MRP","CONRESD","01-Aug-2023","13","2.93"
"MRP","CONRESE","01-Aug-2023","13","1.22"
"MRP","PRIRESA","01-Aug-2023","13","0.02"
"MRP","PRIRESB","01-Aug-2023","13","0.02"
"MRP","PRIRESC","01-Aug-2023","13","0.02"
"MRP","PRIRESD","01-Aug-2023","13","0.01"
"MRP","PRIRESE","01-Aug-2023","13","0.01"
"MRP","CONRESA","01-Aug-2023","14","4.89"
"MRP","CONRESB","01-Aug-2023","14","4.16"
"MRP","CONRESC","01-Aug-2023","14","3.67"
"MRP","CONRESD","01-Aug-2023","14","2.93"
"MRP","CONRESE","01-Aug-2023","14","1.22"
"MRP","PRIRESA","01-Aug-2023","14","0.02"
"MRP","PRIRESB","01-Aug-2023","14","0.02"
"MRP","PRIRESC","01-Aug-2023","14","0.02"
"MRP","PRIRESD","01-Aug-2023","14","0.01"
"MRP","PRIRESE","01-Aug-2023","14","0.01"
"MRP","CONRESA","01-Aug-2023","15","0.10"
"MRP","CONRESB","01-Aug-2023","15","0.08"
"MRP","CONRESC","01-Aug-2023","15","0.07"
"MRP","CONRESD","01-Aug-2023","15","0.06"
"MRP","CONRESE","01-Aug-2023","15","0.02"
"MRP","PRIRESA","01-Aug-2023","15","0.01"
"MRP","PRIRESB","01-Aug-2023","15","0.01"
"MRP","PRIRESC","01-Aug-2023","15","0.01"
"MRP","PRIRESD","01-Aug-2023","15","0.01"
"MRP","PRIRESE","01-Aug-2023","15","0.00"
"MRP","CONRESA","01-Aug-2023","16","5.55"
"MRP","CONRESB","01-Aug-2023","16","4.72"
"MRP","CONRESC","01-Aug-2023","16","4.16"
"MRP","CONRESD","01-Aug-2023","16","3.33"
"MRP","CONRESE","01-Aug-2023","16","1.39"
"MRP","PRIRESA","01-Aug-2023","16","0.01"
"MRP","PRIRESB","01-Aug-2023","16","0.01"
"MRP","PRIRESC","01-Aug-2023","16","0.01"
"MRP","PRIRESD","01-Aug-2023","16","0.01"
"MRP","PRIRESE","01-Aug-2023","16","0.00"
"MRP","CONRESA","01-Aug-2023","17","54.53"
"MRP","CONRESB","01-Aug-2023","17","46.35"
"MRP","CONRESC","01-Aug-2023","17","40.90"
"MRP","CONRESD","01-Aug-2023","17","32.72"
"MRP","CONRESE","01-Aug-2023","17","13.63"
"MRP","PRIRESA","01-Aug-2023","17","3.12"
"MRP","PRIRESB","01-Aug-2023","17","2.65"
"MRP","PRIRESC","01-Aug-2023","17","2.34"
"MRP","PRIRESD","01-Aug-2023","17","1.87"
"MRP","PRIRESE","01-Aug-2023","17","0.78"
"MRP","CONRESA","01-Aug-2023","18","50.00"
"MRP","CONRESB","01-Aug-2023","18","42.50"
"MRP","CONRESC","01-Aug-2023","18","37.50"
"MRP","CONRESD","01-Aug-2023","18","30.00"
"MRP","CONRESE","01-Aug-2023","18","12.50"
"MRP","PRIRESA","01-Aug-2023","18","3.12"
"MRP","PRIRESB","01-Aug-2023","18","2.65"
"MRP","PRIRESC","01-Aug-2023","18","2.34"
"MRP","PRIRESD","01-Aug-2023","18","1.87"
"MRP","PRIRESE","01-Aug-2023","18","0.78"
"MRP","CONRESA","01-Aug-2023","19","50.00"
"MRP","CONRESB","01-Aug-2023","19","42.50"
"MRP","CONRESC","01-Aug-2023","19","37.50"
"MRP","CONRESD","01-Aug-2023","19","30.00"
"MRP","CONRESE","01-Aug-2023","19","12.50"
"MRP","PRIRESA","01-Aug-2023","19","3.12"
"MRP","PRIRESB","01-Aug-2023","19","2.65"
"MRP","PRIRESC","01-Aug-2023","19","2.34"
"MRP","PRIRESD","01-Aug-2023","19","1.87"
"MRP","PRIRESE","01-Aug-2023","19","0.78"
"MRP","CONRESA","01-Aug-2023","20","49.44"
"MRP","CONRESB","01-Aug-2023","20","42.02"
"MRP","CONRESC","01-Aug-2023","20","37.08"
"MRP","CONRESD","01-Aug-2023","20","29.66"
"MRP","CONRESE","01-Aug-2023","20","12.36"
"MRP","PRIRESA","01-Aug-2023","20","3.12"
"MRP","PRIRESB","01-Aug-2023","20","2.65"
"MRP","PRIRESC","01-Aug-2023","20","2.34"
"MRP","PRIRESD","01-Aug-2023","20","1.87"
"MRP","PRIRESE","01-Aug-2023","20","0.78"
"MRP","CONRESA","01-Aug-2023","21","52.41"
"MRP","CONRESB","01-Aug-2023","21","44.55"
"MRP","CONRESC","01-Aug-2023","21","39.31"
"MRP","CONRESD","01-Aug-2023","21","31.45"
"MRP","CONRESE","01-Aug-2023","21","13.10"
"MRP","PRIRESA","01-Aug-2023","21","5.09"
"MRP","PRIRESB","01-Aug-2023","21","4.33"
"MRP","PRIRESC","01-Aug-2023","21","3.82"
"MRP","PRIRESD","01-Aug-2023","21","3.06"
"MRP","PRIRESE","01-Aug-2023","21","1.27"
"MRP","CONRESA","01-Aug-2023","22","49.44"
"MRP","CONRESB","01-Aug-2023","22","42.02"
"MRP","CONRESC","01-Aug-2023","22","37.08"
"MRP","CONRESD","01-Aug-2023","22","29.66"
"MRP","CONRESE","01-Aug-2023","22","12.36"
"MRP","PRIRESA","01-Aug-2023","22","5.09"
"MRP","PRIRESB","01-Aug-2023","22","4.33"
"MRP","PRIRESC","01-Aug-2023","22","3.82"
"MRP","PRIRESD","01-Aug-2023","22","3.06"
"MRP","PRIRESE","01-Aug-2023","22","1.27"
"MRP","CONRESA","01-Aug-2023","23","5.55"
"MRP","CONRESB","01-Aug-2023","23","4.72"
"MRP","CONRESC","01-Aug-2023","23","4.16"
"MRP","CONRESD","01-Aug-2023","23","3.33"
"MRP","CONRESE","01-Aug-2023","23","1.39"
"MRP","PRIRESA","01-Aug-2023","23","0.55"
"MRP","PRIRESB","01-Aug-2023","23","0.47"
"MRP","PRIRESC","01-Aug-2023","23","0.41"
"MRP","PRIRESD","01-Aug-2023","23","0.33"
"MRP","PRIRESE","01-Aug-2023","23","0.14"
"MRP","CONRESA","01-Aug-2023","24","43.00"
"MRP","CONRESB","01-Aug-2023","24","36.55"
"MRP","CONRESC","01-Aug-2023","24","32.25"
"MRP","CONRESD","01-Aug-2023","24","25.80"
"MRP","CONRESE","01-Aug-2023","24","10.75"
"MRP","PRIRESA","01-Aug-2023","24","5.09"
"MRP","PRIRESB","01-Aug-2023","24","4.33"
"MRP","PRIRESC","01-Aug-2023","24","3.82"
"MRP","PRIRESD","01-Aug-2023","24","3.06"
"MRP","PRIRESE","01-Aug-2023","24","1.27"
"MRP","CONRESA","01-Aug-2023","25","28.02"
"MRP","CONRESB","01-Aug-2023","25","23.82"
"MRP","CONRESC","01-Aug-2023","25","21.02"
"MRP","CONRESD","01-Aug-2023","25","16.81"
"MRP","CONRESE","01-Aug-2023","25","7.01"
"MRP","PRIRESA","01-Aug-2023","25","0.55"
"MRP","PRIRESB","01-Aug-2023","25","0.47"
"MRP","PRIRESC","01-Aug-2023","25","0.41"
"MRP","PRIRESD","01-Aug-2023","25","0.33"
