"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","03-Feb-2024","36","62.51"
"MFP","03-Feb-2024","37","183.83"
"MFP","03-Feb-2024","38","194.95"
"MFP","03-Feb-2024","39","194.95"
"MFP","03-Feb-2024","40","183.83"
"MFP","03-Feb-2024","41","74.74"
"MFP","03-Feb-2024","42","118.55"
"MFP","03-Feb-2024","43","32.68"
"MFP","03-Feb-2024","44","11.99"
"MFP","03-Feb-2024","45","11.11"
"MFP","03-Feb-2024","46","10.00"
"MFP","03-Feb-2024","47","10.00"
"MFP","03-Feb-2024","48","10.00"
"MFP","04-Feb-2024","1","10.04"
"MFP","04-Feb-2024","2","10.00"
"MFP","04-Feb-2024","3","10.00"
"MFP","04-Feb-2024","4","10.00"
"MFP","04-Feb-2024","5","10.00"
"MFP","04-Feb-2024","6","9.80"
"MFP","04-Feb-2024","7","9.80"
"MFP","04-Feb-2024","8","9.80"
"MFP","04-Feb-2024","9","9.80"
"MFP","04-Feb-2024","10","9.80"
"MFP","04-Feb-2024","11","10.00"
"MFP","04-Feb-2024","12","10.04"
"MFP","04-Feb-2024","13","11.11"
"MFP","04-Feb-2024","14","22.22"
"MFP","04-Feb-2024","15","35.00"
"MFP","04-Feb-2024","16","10.00"
"MFP","04-Feb-2024","17","10.00"
"MFP","04-Feb-2024","18","18.59"
"MFP","04-Feb-2024","19","10.00"
"MFP","04-Feb-2024","20","10.00"
"MFP","04-Feb-2024","21","10.00"
"MFP","04-Feb-2024","22","10.00"
"MFP","04-Feb-2024","23","9.80"
"MFP","04-Feb-2024","24","9.81"
"MFP","04-Feb-2024","25","10.00"
"MFP","04-Feb-2024","26","10.00"
"MFP","04-Feb-2024","27","10.00"
"MFP","04-Feb-2024","28","9.81"
"MFP","04-Feb-2024","29","9.81"
"MFP","04-Feb-2024","30","9.81"
"MFP","04-Feb-2024","31","11.11"
"MFP","04-Feb-2024","32","11.11"
